"","age","ed","employ","income","lninc","debtinc","creddebt","lncreddebt","othdebt","lnothdebt","spoused","reside","pets","pets_cats","pets_dogs","pets_birds","pets_reptiles","pets_small","pets_saltfish","pets_freshfish","carvalue","commutetime","tenure","longmon","lnlongmon","longten","lnlongten","tollmon","tollten","equipmon","equipten","cardmon","cardten","wiremon","wireten","hourstv","total_spend","ln_Total_spend"
"2928",25,14,0,27,3.3,9.1,0.52,"-0.66",1.94,"0.66",-1,5,0,0,0,0,0,0,0,0,11.5,"36.00",2,3.95,1.37,"5.10","1.63",0,0,0,0,0,"0.00",0,0,16,316.27,5.75659627914882
"2929",27,20,1,19,2.94,5.7,0.21,"-1.58",0.88,"-0.13",-1,1,1,1,0,0,0,0,0,0,9.3,"20.00",10,4.6,1.53,"63.65","4.15",0,0,35.25,346.4,18,"125.00",24.25,219,24,92.11,4.52298351500014
"2930",77,9,15,9,2.2,25.9,0.51,"-0.67",1.82,"0.60",12,2,0,0,0,0,0,0,0,0,4.3,"23.00",61,17.55,2.87,"1048.10","6.95",0,0,0,0,19.25,"1170.00",0,0,21,139.47,4.9378495243706
"2931",54,13,4,29,3.37,6.6,0.73,"-0.31",1.18,"0.17",11,2,0,0,0,0,0,0,0,0,11.4,"27.00",56,11.1,2.41,"590.40","6.38",0,0,0,0,13.75,"770.00",0,0,19,146.09,4.98422287014442
"2932",79,11,36,17,2.83,4.2,0.36,"-1.03",0.36,"-1.03",-1,1,0,0,0,0,0,0,0,0,9.3,"26.00",71,25.05,3.22,"1694.55","7.44",0,0,0,0,47.5,"3355.00",0,0,15,135.37,4.9080117701977
"2933",36,15,0,29,3.37,5.4,0.91,"-0.10",0.66,"-0.41",-1,1,2,0,0,0,0,0,0,2,16.2,"22.00",22,5,1.61,"124.50","4.82",12.5,309.15,43.95,823.95,6.5,"140.00",26.9,552.4,22,254.38,5.53882921202334
"2934",42,17,4,142,4.96,13.2,9.5,"2.25",9.24,"2.22",20,5,1,0,1,0,0,0,0,0,-1,"41.00",5,2.4,0.88,"7.05","1.95",20.25,98.45,37.95,159.55,29.25,"105.00",24.35,103.2,19,1006.39,6.91412494948981
"2935",67,19,23,169,5.13,20.6,14.52,"2.68",20.3,"3.01",-1,1,7,1,0,0,0,0,0,6,94.4,"21.00",64,18.95,2.94,"1172.50","7.07",66,4165.35,55,3486.1,29,"1865.00",78,4920.85,19,497.29,6.20917335693215
"2936",27,18,0,27,3.3,8.4,1.05,"0.05",1.22,"0.20",19,5,1,0,0,0,1,0,0,0,14.1,"23.00",27,9.05,2.2,"233.65","5.45",27.25,713,0,0,29.75,"835.00",0,0,24,159.92,5.07467369019214
"2937",73,9,28,15,2.71,6.1,0.13,"-2.08",0.79,"-0.24",-1,1,0,0,0,0,0,0,0,0,8.1,"26.00",72,43.85,3.78,"3057.55","8.03",36,2652.75,0,0,57.25,"4000.00",0,0,17,190.8,5.25122575901419
"2938",63,10,29,14,2.64,5.8,0.25,"-1.37",0.56,"-0.59",-1,1,0,0,0,0,0,0,0,0,-1,"20.00",69,40.8,3.71,"2818.05","7.94",0,0,0,0,20,"1455.00",0,0,20,139.03,4.93468973718145
"2939",47,15,19,43,3.76,7.7,1.04,"0.04",2.27,"0.82",-1,1,2,1,1,0,0,0,0,0,19.1,"24.00",4,3.05,1.12,"7.45","2.01",0,0,0,0,0,"0.00",0,0,22,464.4,6.14074624982374
"2940",75,16,17,13,2.56,10.2,0.5,"-0.70",0.83,"-0.19",14,2,2,1,1,0,0,0,0,0,5.6,"29.00",46,12.2,2.5,"560.95","6.33",33,1593.2,0,0,30.25,"1340.00",37.55,1734,22,178.11,5.18240133695069
"2941",63,13,32,55,4.01,7.5,1.39,"0.33",2.73,"1.01",11,3,1,1,0,0,0,0,0,0,32.7,"24.00",72,42.3,3.74,"2871.05","7.96",0,0,0,0,52.25,"3600.00",0,0,17,288.29,5.6639669179519
"2942",53,15,5,36,3.58,2.9,0.42,"-0.87",0.63,"-0.47",13,2,0,0,0,0,0,0,0,0,-1,"20.00",49,11.05,2.4,"498.00","6.21",33.75,1664.5,0,0,26.75,"1280.00",34.05,1667.05,30,410.4,6.01713229385656
"2943",61,16,5,33,3.5,4.4,0.08,"-2.58",1.38,"0.32",-1,1,9,0,0,0,1,0,0,8,17.5,"26.00",64,28,3.33,"1771.95","7.48",0,0,0,0,23.25,"1425.00",0,0,36,447.21,6.10302828295045
"2944",31,15,2,20,3,11.9,0.2,"-1.59",2.18,"0.78",-1,2,6,1,0,0,0,0,0,5,6.6,"21.00",27,10.65,2.37,"291.35","5.67",0,0,0,0,0,"0.00",0,0,20,288.3,5.66400160464436
"2945",21,13,0,15,2.71,11.5,0.11,"-2.25",1.62,"0.48",-1,1,5,0,0,0,0,0,0,5,5.6,"38.00",11,4.45,1.49,"44.45","3.79",0,0,0,0,0,"0.00",0,0,17,473.76,6.16070086435328
"2946",46,10,21,54,3.99,7.2,0.75,"-0.28",3.13,"1.14",-1,1,0,0,0,0,0,0,0,0,21.9,"28.00",50,7.95,2.07,"423.70","6.05",0,0,0,0,10.75,"630.00",0,0,18,225.27,5.4172996827799
"2947",47,15,12,62,4.13,8.1,1.37,"0.31",3.66,"1.30",-1,1,10,0,0,0,2,0,0,8,35.8,"15.00",71,40.8,3.71,"2897.00","7.97",0,0,0,0,20,"1500.00",0,0,23,618.77,6.42773363659284
"2948",58,11,25,125,4.83,10.9,0.56,"-0.58",13.07,"2.57",-1,1,0,0,0,0,0,0,0,0,45.7,"16.00",69,34,3.53,"2358.30","7.77",0,0,0,0,4,"260.00",0,0,28,776.22,6.65443598515787
"2949",71,8,31,146,4.98,1.9,0.28,"-1.28",2.5,"0.91",10,2,2,1,0,0,1,0,0,0,68.2,"26.00",72,30.5,3.42,"2199.80","7.70",63.25,4627.4,0,0,50.25,"3555.00",51.1,3573.45,26,188.91,5.24127071116876
"2950",25,17,1,13,2.56,5.9,0.38,"-0.97",0.39,"-0.95",-1,1,8,1,0,0,0,0,0,7,6.3,"24.00",12,4.5,1.5,"50.05","3.91",18,222.55,38.8,416.45,9.75,"105.00",0,0,20,302.25,5.7112544894949
"2951",68,17,18,19,2.94,13.8,1.38,"0.33",1.24,"0.21",19,2,7,0,0,0,1,0,0,6,8.9,"22.00",70,33.85,3.52,"2430.65","7.80",0,0,0,0,13.25,"860.00",0,0,22,357.35,5.87871569366599
"2952",31,13,7,70,4.25,5.7,3.04,"1.11",0.95,"-0.05",-1,1,10,0,0,0,0,0,0,10,27.6,"33.00",2,2.85,1.05,"3.95","1.37",0,0,0,0,17,"15.00",0,0,17,1065.26,6.97097417980369
"2953",54,10,24,119,4.78,4.1,0.44,"-0.82",4.44,"1.49",-1,1,9,1,0,0,0,0,0,8,70,"38.00",24,4.95,1.6,"128.70","4.86",21.75,497.6,0,0,23.75,"560.00",0,0,20,437.46,6.08098527304639
"2954",63,15,4,45,3.81,9,0.27,"-1.32",3.78,"1.33",13,2,5,2,0,0,0,0,0,3,25.4,"30.00",69,46.7,3.84,"3100.90","8.04",0,0,0,0,19.25,"1370.00",0,0,19,837.15,6.73000326590255
"2955",26,18,1,46,3.83,6,0.14,"-1.96",2.62,"0.96",16,5,0,0,0,0,0,0,0,0,27.7,"25.00",29,12.7,2.54,"339.85","5.83",30.25,955.8,0,0,12,"340.00",0,0,21,280.35,5.63603882256968
"2956",35,17,4,36,3.58,16.2,1.43,"0.36",4.4,"1.48",17,5,1,1,0,0,0,0,0,0,19.2,"18.00",37,16.8,2.82,"627.65","6.44",0,0,40.5,1460.1,0,"0.00",0,0,17,440.15,6.08711557790692
"2957",60,13,10,73,4.29,15,3.06,"1.12",7.89,"2.07",-1,1,2,0,0,0,0,2,0,0,39.5,"28.00",34,4.95,1.6,"190.05","5.25",0,0,0,0,13.25,"450.00",0,0,23,218.74,5.38788380990708
"2958",34,18,4,60,4.09,5.5,1.72,"0.54",1.58,"0.46",-1,1,3,0,3,0,0,0,0,0,33,"25.00",7,3.45,1.24,"29.80","3.39",26.25,173.6,0,0,18.5,"125.00",27.75,154.1,18,958.7,6.86557820008295
"2959",25,17,0,46,3.83,28.5,4.43,"1.49",8.68,"2.16",-1,2,0,0,0,0,0,0,0,0,20.4,"23.00",29,9.3,2.23,"261.10","5.56",0,0,26.05,721.55,0,"0.00",0,0,27,302.93,5.71350175571711
"2960",63,21,24,237,5.47,14.7,8.85,"2.18",25.99,"3.26",-1,1,0,0,0,0,0,0,0,0,-1,"16.00",65,14.6,2.68,"950.95","6.86",0,0,52.4,3299.35,19.25,"1215.00",0,0,29,804.48,6.69019610596183
"2961",25,13,0,30,3.4,3.6,0.5,"-0.68",0.58,"-0.55",14,3,11,5,0,0,0,0,0,6,-1,"29.00",34,6.55,1.88,"243.10","5.49",0,0,0,0,0,"0.00",0,0,27,323.63,5.77960088793304
"2962",30,14,5,45,3.81,13.1,2.88,"1.06",3.02,"1.10",11,2,10,0,1,0,0,0,0,9,18,"32.00",41,6.25,1.83,"263.80","5.58",0,0,0,0,4.25,"210.00",0,0,25,442.01,6.09133250625616
"2963",64,9,9,46,3.83,14.3,0.28,"-1.29",6.3,"1.84",-1,1,3,3,0,0,0,0,0,0,-1,"28.00",69,24.4,3.19,"1653.50","7.41",0,0,0,0,30,"1970.00",0,0,22,172.84,5.15236631106373
"2964",31,18,2,33,3.5,7.7,0.82,"-0.20",1.72,"0.54",17,5,0,0,0,0,0,0,0,0,18.1,"15.00",9,3.65,1.29,"21.30","3.06",14.75,122.5,29.85,289.25,0,"0.00",0,0,28,649.77,6.47661845411751
"2965",60,21,12,147,4.99,21.2,12.22,"2.50",18.95,"2.94",-1,1,6,0,2,0,0,0,0,4,78.8,"33.00",61,10.7,2.37,"627.95","6.44",0,0,25.7,1497.9,13.75,"785.00",0,0,23,450.02,6.10929202622119
"2966",65,18,23,42,3.74,14.2,0.75,"-0.29",5.22,"1.65",-1,1,0,0,0,0,0,0,0,0,25.6,"38.00",56,9.45,2.25,"526.00","6.27",22.5,1315.25,49.8,2778.3,27.75,"1595.00",44.1,2429.05,12,400.02,5.99151454585802
"2967",51,19,5,62,4.13,4.9,1.03,"0.03",2.01,"0.70",-1,1,3,0,3,0,0,0,0,0,31.1,"36.00",26,8.95,2.19,"205.20","5.32",14,335.7,37.05,961.35,0,"0.00",27.9,695.85,15,2337.28,7.75674313908644
"2968",46,15,11,88,4.48,3.5,0.66,"-0.41",2.42,"0.88",15,3,0,0,0,0,0,0,0,0,46.1,"25.00",28,12.3,2.51,"321.65","5.77",32.5,877.7,0,0,13.5,"300.00",0,0,19,453.79,6.11763453596367
"2969",44,13,11,30,3.4,12.3,1.07,"0.07",2.62,"0.96",-1,2,6,0,1,0,0,0,0,5,11.7,"27.00",32,6.2,1.82,"179.50","5.19",30.5,995.35,0,0,29.25,"895.00",0,0,16,379.72,5.9394341390136
"2970",70,18,24,345,5.84,4.1,4,"1.39",10.14,"2.32",-1,1,2,0,2,0,0,0,0,0,90.7,"15.00",28,8.5,2.14,"213.25","5.36",0,0,27.7,771.7,18.25,"510.00",0,0,29,1591.25,7.37227514987162
"2971",75,16,39,133,4.89,10.6,7.91,"2.07",6.19,"1.82",-1,1,1,0,1,0,0,0,0,0,-1,"18.00",72,35.65,3.57,"2674.65","7.89",47,3346.35,57.95,4090.9,24.25,"1765.00",96.7,6888.7,18,1323.48,7.18801991010606
"2972",35,10,7,35,3.56,3.2,0.29,"-1.25",0.83,"-0.18",11,3,5,0,1,0,3,0,0,1,15.1,"19.00",39,12.75,2.55,"511.30","6.24",0,0,0,0,0,"0.00",0,0,15,240.75,5.48375905067823
"2973",44,16,6,32,3.47,6,1.02,"0.02",0.9,"-0.10",-1,1,6,1,0,0,0,0,0,5,-1,"26.00",11,3.5,1.25,"65.15","4.18",0,0,0,0,0,"0.00",0,0,16,374.96,5.92681935361445
"2974",30,19,1,45,3.81,5.5,0.69,"-0.37",1.78,"0.58",-1,3,0,0,0,0,0,0,0,0,25.6,"24.00",1,1.15,0.14,"1.15","0.14",8.75,8.75,21.2,21.2,4.75,"4.75",16.85,16.85,29,504.23,6.22303251318209
"2975",31,12,1,18,2.89,6.6,0.66,"-0.41",0.53,"-0.64",14,5,2,0,0,0,0,0,0,2,8.4,"33.00",17,3.4,1.22,"53.65","3.98",23,430.4,0,0,27.5,"430.00",0,0,20,152.6,5.02782011885036
"2976",19,14,0,20,3,17.5,0.93,"-0.08",2.57,"0.94",16,3,2,2,0,0,0,0,0,0,10.9,"28.00",22,5.65,1.73,"126.85","4.84",0,0,26.95,543.95,0,"0.00",0,0,26,549.9,6.30973644351377
"2977",55,12,12,56,4.03,30.1,5.43,"1.69",11.43,"2.44",-1,1,1,1,0,0,0,0,0,0,31.1,"27.00",7,2.5,0.92,"9.85","2.29",0,0,0,0,0,"0.00",0,0,15,331.8,5.80453237775634
"2978",25,12,5,20,3,8.5,0.18,"-1.71",1.52,"0.42",14,4,0,0,0,0,0,0,0,0,11.9,"25.00",18,3.9,1.36,"56.20","4.03",13.75,262.25,0,0,11.75,"195.00",0,0,15,255.82,5.54447407217125
"2979",30,21,0,35,3.56,22.7,3.49,"1.25",4.46,"1.49",19,3,8,0,2,0,0,0,0,6,7,"21.00",62,23.8,3.17,"1466.65","7.29",23.75,1535.15,42.05,2539.9,27,"1620.00",49.55,3107.95,18,232.2,5.44759906926379
"2980",18,13,0,17,2.83,8.6,0.39,"-0.93",1.07,"0.07",-1,1,0,0,0,0,0,0,0,0,8.8,"24.00",5,5,1.61,"21.05","3.05",0,0,22.15,100.3,0,"0.00",0,0,17,711,6.56667242980324
"2981",34,14,1,48,3.87,1.8,0.59,"-0.53",0.28,"-1.28",14,3,7,0,0,3,0,0,0,4,28.3,"25.00",15,8.75,2.17,"127.80","4.85",19.75,306.7,49.05,665.65,19,"255.00",53.85,760.1,18,291.36,5.6745596159793
"2982",29,15,3,15,2.71,7.5,0.22,"-1.50",0.9,"-0.10",14,5,3,3,0,0,0,0,0,0,6.2,"21.00",8,3,1.1,"15.65","2.75",0,0,22.75,204.65,0,"0.00",0,0,19,226.79,5.42402447917077
"2983",20,15,0,16,2.77,1.7,0.16,"-1.86",0.12,"-2.15",14,4,10,1,0,0,0,0,0,9,8.6,"29.00",22,6.65,1.89,"161.70","5.09",0,0,0,0,0,"0.00",0,0,18,345.47,5.84490580875755
"2984",24,18,0,28,3.33,4.1,0.01,"-4.69",1.14,"0.13",-1,2,5,0,0,0,0,0,0,5,16.2,"23.00",7,8.35,2.12,"43.40","3.77",22.75,166.85,36.1,218.1,36,"195.00",42.7,262.05,22,661.27,6.49416222846181
"2985",66,15,11,17,2.83,3.7,0.12,"-2.13",0.51,"-0.67",-1,1,0,0,0,0,0,0,0,0,6.6,"24.00",68,16.75,2.82,"1161.10","7.06",0,0,42.8,2932.4,31.5,"1995.00",45.65,3053.65,21,100.03,4.60547014099709
"2986",54,18,17,57,4.04,10.1,0.28,"-1.29",5.48,"1.70",19,4,3,0,0,0,0,3,0,0,27.8,"12.00",33,7.85,2.06,"281.25","5.64",25.25,812.65,39.05,1216.85,9.5,"295.00",27.65,957.85,19,322.54,5.77622715955237
"2987",49,16,4,44,3.78,1.3,0.22,"-1.52",0.35,"-1.04",-1,2,2,1,0,0,0,1,0,0,19.3,"31.00",12,5.9,1.77,"64.65","4.17",19.5,219.85,0,0,25.25,"305.00",22.2,244.55,18,221.71,5.40137022160412
"2988",32,17,4,26,3.26,1.1,0.02,"-3.93",0.27,"-1.32",-1,1,0,0,0,0,0,0,0,0,12.4,"19.00",40,7.75,2.05,"305.00","5.72",0,0,0,0,0,"0.00",0,0,19,114.72,4.74249437685131
"2989",27,12,0,18,2.89,9.4,1.23,"0.21",0.46,"-0.77",10,2,10,3,0,0,0,0,0,7,8.6,"30.00",13,5.75,1.75,"58.75","4.07",0,0,0,0,0,"0.00",0,0,29,335.5,5.81562195641174
"2990",41,19,4,87,4.47,26.6,3.36,"1.21",19.79,"2.98",-1,1,0,0,0,0,0,0,0,0,47.8,"31.00",7,7.9,2.07,"51.10","3.93",0,0,0,0,0,"0.00",0,0,20,1036.06,6.94318033620033
"2991",19,14,0,21,3.04,9.7,1.01,"0.01",1.03,"0.03",-1,3,1,0,1,0,0,0,0,0,11.9,"24.00",15,4.5,1.5,"72.80","4.29",15.75,282.65,0,0,0,"0.00",0,0,17,161.64,5.08537164021027
"2992",47,19,15,185,5.22,15.6,8.66,"2.16",20.2,"3.01",-1,1,8,0,0,0,0,0,0,8,91,"27.00",28,7.2,1.97,"224.25","5.41",24.25,683.15,0,0,22.75,"580.00",0,0,11,232.33,5.4481587747872
"2993",54,15,9,42,3.74,20.8,3.58,"1.28",5.15,"1.64",-1,1,5,0,0,0,0,0,0,5,22.7,"23.00",71,35.9,3.58,"2540.55","7.84",0,0,46.2,3202,13.75,"940.00",47.7,3248.2,25,584.01,6.3699181059693
"2994",37,18,1,48,3.87,3.6,0.48,"-0.74",1.25,"0.22",-1,1,4,0,0,4,0,0,0,0,22.8,"25.00",9,2.45,0.9,"17.15","2.84",0,0,0,0,0,"0.00",0,0,22,579.15,6.36156151137835
"2995",45,16,11,53,3.97,2.9,0.56,"-0.57",0.97,"-0.03",15,4,0,0,0,0,0,0,0,0,-1,"35.00",44,14.4,2.67,"641.70","6.46",0,0,0,0,49.25,"2035.00",0,0,18,518.99,6.25188461515753
"2996",50,17,17,97,4.57,17.8,5.78,"1.76",11.48,"2.44",13,3,16,0,2,0,2,0,0,12,54.4,"28.00",63,27.25,3.31,"1732.10","7.46",34.75,2150.45,67.85,4125.3,29.25,"1800.00",76.15,4494.9,19,1797.11,7.49393509804311
"2997",57,12,20,99,4.6,11.9,2.58,"0.95",9.2,"2.22",14,2,6,0,0,0,0,0,0,6,39.5,"28.00",70,16.55,2.81,"1209.80","7.10",0,0,0,0,13.25,"945.00",0,0,21,165.12,5.1066724822932
"2998",18,13,0,12,2.48,17.2,1.42,"0.35",0.64,"-0.44",-1,1,0,0,0,0,0,0,0,0,5.7,"21.00",10,6.45,1.86,"55.30","4.01",0,0,0,0,0,"0.00",0,0,19,395.41,5.97992320126142
"2999",46,14,11,113,4.73,7.8,3.36,"1.21",5.46,"1.70",-1,1,2,0,0,2,0,0,0,0,38,"23.00",31,9.15,2.21,"296.20","5.69",0,0,30.95,887.9,0,"0.00",0,0,19,610.42,6.41414724483321
"3000",78,12,38,9,2.2,4.1,0.1,"-2.29",0.27,"-1.32",-1,1,2,0,2,0,0,0,0,0,4.1,"24.00",58,18.1,2.9,"1126.40","7.03",22.25,1283.1,0,0,9,"525.00",0,0,20,32.9,3.49347265777133
"3001",28,17,0,34,3.53,1.5,0.18,"-1.70",0.33,"-1.12",16,6,2,2,0,0,0,0,0,0,22.9,"21.00",25,10.95,2.39,"294.60","5.69",0,0,0,0,0,"0.00",0,0,21,311.23,5.74053218868623
"3002",20,12,1,14,2.64,32.9,1.78,"0.58",2.82,"1.04",-1,4,4,0,0,0,0,0,0,4,2.6,"28.00",22,11.65,2.46,"248.65","5.52",0,0,0,0,11,"245.00",0,0,14,72.52,4.28386238588665
"3003",65,16,23,18,2.89,6.7,0.1,"-2.30",1.11,"0.10",19,2,2,2,0,0,0,0,0,0,11.4,"32.00",70,16.65,2.81,"1204.55","7.09",0,0,0,0,21.5,"1445.00",0,0,20,331.95,5.80498435516517
"3004",57,19,0,26,3.26,4.7,0.47,"-0.76",0.75,"-0.28",17,2,0,0,0,0,0,0,0,0,16,"21.00",38,7.7,2.04,"301.60","5.71",17,622.65,30.95,1189.85,5,"200.00",25,905.9,26,478.19,6.17000814305317
"3005",59,17,5,46,3.83,14.3,2.72,"1.00",3.85,"1.35",15,2,6,0,0,0,0,0,0,6,22.2,"24.00",11,9.65,2.27,"123.20","4.81",0,0,0,0,0,"0.00",0,0,20,294.48,5.68521108907077
"3006",57,18,10,92,4.52,11.6,2.13,"0.76",8.54,"2.14",-1,2,0,0,0,0,0,0,0,0,58.2,"22.00",19,5.3,1.67,"89.75","4.50",0,0,0,0,0,"0.00",0,0,22,1983.6,7.59266865461498
"3007",19,14,0,14,2.64,3.1,0.16,"-1.84",0.28,"-1.29",14,3,0,0,0,0,0,0,0,0,8.9,"28.00",7,4.65,1.54,"26.20","3.27",0,0,0,0,0,"0.00",0,0,20,260.79,5.56371548575908
"3008",21,16,0,34,3.53,21,0.74,"-0.31",6.4,"1.86",16,3,4,1,0,0,0,0,0,3,19.3,"25.00",20,4.7,1.55,"108.05","4.68",30.5,569.1,0,0,27.75,"505.00",30.25,592.75,27,587.3,6.37553576252847
"3009",60,21,14,158,5.06,10.9,7.66,"2.04",9.56,"2.26",-1,1,1,1,0,0,0,0,0,0,85.7,"17.00",57,17.6,2.87,"1005.85","6.91",0,0,0,0,17.5,"1045.00",0,0,16,629.36,6.44470343002099
"3010",46,16,12,84,4.43,5,0.37,"-1.01",3.83,"1.34",-1,1,4,0,1,0,0,3,0,0,43.3,"30.00",34,13.2,2.58,"438.15","6.08",0,0,0,0,0,"0.00",0,0,18,680.72,6.5231510615413
"3011",68,16,9,51,3.93,4.5,1.31,"0.27",0.98,"-0.02",-1,1,12,2,1,0,0,3,0,6,-1,"22.00",2,5,1.61,"16.20","2.79",13.25,28.05,0,0,0,"0.00",0,0,26,151.91,5.02328824021957
"3012",18,13,0,15,2.71,10.1,0.48,"-0.74",1.04,"0.04",-1,1,0,0,0,0,0,0,0,0,-1,"19.00",9,3.4,1.22,"27.20","3.30",0,0,0,0,0,"0.00",0,0,18,118.18,4.77220888591753
"3013",31,13,6,27,3.3,9.5,1.19,"0.17",1.38,"0.32",-1,1,5,0,1,0,0,0,0,4,10.7,"12.00",17,7.5,2.01,"135.35","4.91",0,0,29.9,453.25,0,"0.00",0,0,19,274.82,5.61611633790363
"3014",33,9,8,32,3.47,12.6,0.29,"-1.25",3.75,"1.32",12,4,0,0,0,0,0,0,0,0,17.1,"22.00",61,12.85,2.55,"770.25","6.65",41.25,2509.55,0,0,15,"875.00",0,0,15,702.1,6.5540758440232
"3015",57,18,9,40,3.69,6.9,1.27,"0.24",1.49,"0.40",-1,1,0,0,0,0,0,0,0,0,19.7,"23.00",43,6.5,1.87,"297.20","5.69",0,0,0,0,14.5,"580.00",0,0,27,403.05,5.99906062372961
"3016",18,13,0,16,2.77,6.4,0.46,"-0.77",0.56,"-0.58",16,4,9,2,1,0,0,0,0,6,7.9,"29.00",7,2.8,1.03,"14.60","2.68",0,0,0,0,0,"0.00",0,0,19,490.88,6.19619969873884
"3017",33,17,2,38,3.64,11.6,1.13,"0.12",3.28,"1.19",16,4,6,0,0,0,0,0,6,0,21,"21.00",45,7.75,2.05,"350.00","5.86",16.5,739.2,35.75,1563.3,7.5,"340.00",0,0,19,575.11,6.35456132684883
"3018",44,10,11,28,3.33,4.8,0.09,"-2.41",1.25,"0.23",-1,1,0,0,0,0,0,0,0,0,11.1,"28.00",71,59.9,4.09,"4341.80","8.38",0,0,0,0,21.5,"1490.00",0,0,29,159.81,5.07398560959702
"3019",63,19,11,97,4.57,7,3.24,"1.18",3.55,"1.27",19,2,1,1,0,0,0,0,0,0,47.2,"18.00",68,25.45,3.24,"1822.70","7.51",37.25,2485.1,0,0,20.5,"1430.00",49.4,3297.7,20,917.29,6.82142367089726
"3020",60,19,5,52,3.95,4.4,0.22,"-1.54",2.07,"0.73",19,2,3,0,0,0,0,0,0,3,-1,"27.00",49,6.2,1.82,"321.60","5.77",25.5,1349.75,50.25,2303.75,0,"0.00",0,0,24,364.9,5.8996233434424
"3021",43,8,19,86,4.45,4.9,0.26,"-1.36",3.96,"1.38",-1,3,13,2,0,0,0,0,0,11,39.7,"24.00",29,7.55,2.02,"207.60","5.34",0,0,25.95,708.85,5.5,"185.00",0,0,16,264.94,5.57950338525612
"3022",68,18,4,35,3.56,7.1,0.59,"-0.52",1.89,"0.64",18,2,3,1,2,0,0,0,0,0,15.8,"24.00",65,10,2.3,"618.60","6.43",0,0,0,0,32.25,"2085.00",0,0,17,668.76,6.50542525136945
"3023",78,17,14,15,2.71,5.2,0.26,"-1.35",0.52,"-0.65",16,2,5,0,1,0,0,0,0,4,9.2,"21.00",71,46.15,3.83,"3358.85","8.12",0,0,30.3,2066.15,15.5,"1065.00",0,0,24,391.41,5.96975560394577
"3024",32,10,1,19,2.94,9.5,0.94,"-0.06",0.86,"-0.15",-1,1,2,2,0,0,0,0,0,0,7.1,"22.00",10,5,1.61,"57.75","4.06",0,0,0,0,0,"0.00",0,0,13,255.13,5.54177321917412
"3025",48,15,3,24,3.18,6.6,0.61,"-0.49",0.97,"-0.03",12,3,8,0,1,1,0,0,0,6,14,"19.00",71,53.05,3.97,"3727.60","8.22",56.5,3977.15,0,0,29.25,"2005.00",46.65,3191.1,29,201.56,5.3060871038124
"3026",33,20,1,55,4.01,2,0.36,"-1.03",0.74,"-0.29",16,3,2,2,0,0,0,0,0,0,17.2,"25.00",62,10.45,2.35,"664.35","6.50",23.25,1499.15,48.3,2936.4,30.25,"1905.00",58.5,3663.95,22,481.37,6.17663620516864
"3027",47,16,19,132,4.88,26.6,6.11,"1.81",29,"3.37",14,4,0,0,0,0,0,0,0,0,57.8,"28.00",71,20.6,3.03,"1451.90","7.28",40.25,2805.55,52.3,3763.2,29.5,"2140.00",56.45,3858.1,21,981.66,6.88924501622304
"3028",21,12,1,15,2.71,9.1,0.64,"-0.44",0.72,"-0.32",-1,2,0,0,0,0,0,0,0,0,5.6,"24.00",16,4.45,1.49,"87.35","4.47",11,204.95,29.4,363.8,0,"0.00",0,0,30,263.42,5.5737497165709
"3029",55,10,4,31,3.43,9.1,0.81,"-0.21",2.01,"0.70",12,3,0,0,0,0,0,0,0,0,23.6,"29.00",7,3.5,1.25,"23.40","3.15",16,108.9,31.4,191.7,20.25,"105.00",0,0,22,517.14,6.24831363088736
"3030",35,12,15,32,3.47,17.9,2.05,"0.72",3.68,"1.30",-1,1,4,0,4,0,0,0,0,0,12.8,"27.00",52,24.2,3.19,"1271.80","7.15",24.25,1285.75,0,0,11.25,"555.00",0,0,20,399.39,5.98993838311194
"3031",66,11,13,32,3.47,18.6,0.98,"-0.02",4.98,"1.60",-1,1,3,1,2,0,0,0,0,0,14.9,"22.00",17,7.5,2.01,"125.85","4.84",24.75,465.55,0,0,8.5,"120.00",0,0,23,290.17,5.67046695812493
"3032",33,22,2,33,3.5,6.9,1.32,"0.28",0.96,"-0.04",16,2,5,1,1,0,0,0,0,3,15.6,"25.00",31,5.05,1.62,"182.30","5.21",0,0,31.5,938.8,0,"0.00",0,0,16,551.62,6.31285940341992
"3033",58,12,21,117,4.76,7.3,4.68,"1.54",3.86,"1.35",12,2,0,0,0,0,0,0,0,0,37.7,"28.00",65,6.15,1.82,"376.05","5.93",38.25,2571.75,0,0,8.75,"605.00",0,0,19,355,5.87211778947542
"3034",56,17,2,34,3.53,15.2,1.6,"0.47",3.57,"1.27",-1,1,0,0,0,0,0,0,0,0,13.9,"32.00",8,5.4,1.69,"32.05","3.47",0,0,18,139.65,0,"0.00",0,0,29,246.46,5.50719970850998
"3035",21,16,0,17,2.83,5.4,0.74,"-0.30",0.18,"-1.74",14,6,0,0,0,0,0,0,0,0,10.1,"21.00",39,17.3,2.85,"634.05","6.45",23.75,967.8,54.4,2064.8,15.75,"630.00",82.6,3140.4,19,248.14,5.51399310301473
"3036",38,14,9,53,3.97,4,1.32,"0.28",0.8,"-0.22",10,4,0,0,0,0,0,0,0,0,18.7,"27.00",54,10.55,2.36,"557.25","6.32",46.75,2440.7,0,0,25,"1395.00",57.1,2839.3,20,387.21,5.95896718151521
